Country ,County_Province,Population
USA,".Stephens County, Texas","9,366"
USA,".Sterling County, Texas","1,291"
USA,".Stonewall County, Texas","1,350"
USA,".Sutton County, Texas","3,776"
USA,".Swisher County, Texas","7,397"
USA,".Tarrant County, Texas","2,102,515"
USA,".Taylor County, Texas","138,034"
USA,".Terrell County, Texas",776
USA,".Terry County, Texas","12,337"
USA,".Throckmorton County, Texas","1,501"
USA,".Titus County, Texas","32,750"
USA,".Tom Green County, Texas","119,200"
USA,".Travis County, Texas","1,273,954"
USA,".Trinity County, Texas","14,651"
USA,".Tyler County, Texas","21,672"
USA,".Upshur County, Texas","41,753"
USA,".Upton County, Texas","3,657"
USA,".Uvalde County, Texas","26,741"
USA,".Val Verde County, Texas","49,025"
USA,".Van Zandt County, Texas","56,590"
USA,".Victoria County, Texas","92,084"
USA,".Walker County, Texas","72,971"
USA,".Waller County, Texas","55,246"
USA,".Ward County, Texas","11,998"
USA,".Washington County, Texas","35,882"
USA,".Webb County, Texas","276,652"
USA,".Wharton County, Texas","41,556"
USA,".Wheeler County, Texas","5,056"
USA,".Wichita County, Texas","132,230"
USA,".Wilbarger County, Texas","12,769"
USA,".Willacy County, Texas","21,358"
USA,".Williamson County, Texas","590,551"
USA,".Wilson County, Texas","51,070"
USA,".Winkler County, Texas","8,010"
USA,".Wise County, Texas","69,984"
USA,".Wood County, Texas","45,539"
USA,".Yoakum County, Texas","8,713"
USA,".Young County, Texas","18,010"
USA,".Zapata County, Texas","14,179"
USA,".Zavala County, Texas","11,840"
USA,".Beaver County, Utah","6,710"
USA,".Box Elder County, Utah","56,046"
USA,".Cache County, Utah","128,289"
USA,".Carbon County, Utah","20,463"
USA,".Daggett County, Utah",950
USA,".Davis County, Utah","355,481"
USA,".Duchesne County, Utah","19,938"
USA,".Emery County, Utah","10,012"
USA,".Garfield County, Utah","5,051"
USA,".Grand County, Utah","9,754"
USA,".Iron County, Utah","54,839"
USA,".Juab County, Utah","12,017"
USA,".Kane County, Utah","7,886"
USA,".Millard County, Utah","13,188"
USA,".Morgan County, Utah","12,124"
USA,".Piute County, Utah","1,479"
USA,".Rich County, Utah","2,483"
USA,".Salt Lake County, Utah","1,160,437"
USA,".San Juan County, Utah","15,308"
USA,".Sanpete County, Utah","30,939"
USA,".Sevier County, Utah","21,620"
USA,".Summit County, Utah","42,145"
USA,".Tooele County, Utah","72,259"
USA,".Uintah County, Utah","35,734"
USA,".Utah County, Utah","636,235"
USA,".Wasatch County, Utah","34,091"
USA,".Washington County, Utah","177,556"
USA,".Wayne County, Utah","2,711"
USA,".Weber County, Utah","260,213"
USA,".Addison County, Vermont","36,777"
USA,".Bennington County, Vermont","35,470"
USA,".Caledonia County, Vermont","29,993"
USA,".Chittenden County, Vermont","163,774"
USA,".Essex County, Vermont","6,163"
USA,".Franklin County, Vermont","49,402"
USA,".Grand Isle County, Vermont","7,235"
USA,".Lamoille County, Vermont","25,362"
USA,".Orange County, Vermont","28,892"
USA,".Orleans County, Vermont","27,037"
USA,".Rutland County, Vermont","58,191"
USA,".Washington County, Vermont","58,409"
USA,".Windham County, Vermont","42,222"
USA,".Windsor County, Vermont","55,062"
USA,".Accomack County, Virginia","32,316"
USA,".Albemarle County, Virginia","109,330"
USA,".Alleghany County, Virginia","14,860"
USA,".Amelia County, Virginia","13,145"
USA,".Amherst County, Virginia","31,605"
USA,".Appomattox County, Virginia","15,911"
USA,".Arlington County, Virginia","236,842"
USA,".Augusta County, Virginia","75,558"
USA,".Bath County, Virginia","4,147"
USA,".Bedford County, Virginia","78,997"
USA,".Bland County, Virginia","6,280"
USA,".Botetourt County, Virginia","33,419"
USA,".Brunswick County, Virginia","16,231"
USA,".Buchanan County, Virginia","21,004"
USA,".Buckingham County, Virginia","17,148"
USA,".Campbell County, Virginia","54,885"
USA,".Caroline County, Virginia","30,725"
USA,".Carroll County, Virginia","29,791"
USA,".Charles City County, Virginia","6,963"
USA,".Charlotte County, Virginia","11,880"
USA,".Chesterfield County, Virginia","352,802"
USA,".Clarke County, Virginia","14,619"
USA,".Craig County, Virginia","5,131"
USA,".Culpeper County, Virginia","52,605"
USA,".Cumberland County, Virginia","9,932"
USA,".Dickenson County, Virginia","14,318"
USA,".Dinwiddie County, Virginia","28,544"
USA,".Essex County, Virginia","10,953"
USA,".Fairfax County, Virginia","1,147,532"
USA,".Fauquier County, Virginia","71,222"
USA,".Floyd County, Virginia","15,749"
USA,".Fluvanna County, Virginia","27,270"
USA,".Franklin County, Virginia","56,042"
USA,".Frederick County, Virginia","89,313"
USA,".Giles County, Virginia","16,720"
USA,".Gloucester County, Virginia","37,348"
USA,".Goochland County, Virginia","23,753"
USA,".Grayson County, Virginia","15,550"
USA,".Greene County, Virginia","19,819"
USA,".Greensville County, Virginia","11,336"
USA,".Halifax County, Virginia","33,911"
USA,".Hanover County, Virginia","107,766"
USA,".Henrico County, Virginia","330,818"
USA,".Henry County, Virginia","50,557"
USA,".Highland County, Virginia","2,190"
USA,".Isle of Wight County, Virginia","37,109"
USA,".James City County, Virginia","76,523"
USA,".King and Queen County, Virginia","7,025"
USA,".King George County, Virginia","26,836"
USA,".King William County, Virginia","17,148"
USA,".Lancaster County, Virginia","10,603"
USA,".Lee County, Virginia","23,423"
USA,".Loudoun County, Virginia","413,538"
USA,".Louisa County, Virginia","37,591"
USA,".Lunenburg County, Virginia","12,196"
USA,".Madison County, Virginia","13,261"
USA,".Mathews County, Virginia","8,834"
USA,".Mecklenburg County, Virginia","30,587"
USA,".Middlesex County, Virginia","10,582"
USA,".Montgomery County, Virginia","98,535"
USA,".Nelson County, Virginia","14,930"
USA,".New Kent County, Virginia","23,091"
USA,".Northampton County, Virginia","11,710"
USA,".Northumberland County, Virginia","12,095"
USA,".Nottoway County, Virginia","15,232"
USA,".Orange County, Virginia","37,051"
USA,".Page County, Virginia","23,902"
USA,".Patrick County, Virginia","17,608"
USA,".Pittsylvania County, Virginia","60,354"
USA,".Powhatan County, Virginia","29,652"
USA,".Prince Edward County, Virginia","22,802"
USA,".Prince George County, Virginia","38,353"
USA,".Prince William County, Virginia","470,335"
USA,".Pulaski County, Virginia","34,027"
USA,".Rappahannock County, Virginia","7,370"
USA,".Richmond County, Virginia","9,023"
USA,".Roanoke County, Virginia","94,186"
USA,".Rockbridge County, Virginia","22,573"
USA,".Rockingham County, Virginia","81,948"
USA,".Russell County, Virginia","26,586"
USA,".Scott County, Virginia","21,566"
USA,".Shenandoah County, Virginia","43,616"
USA,".Smyth County, Virginia","30,104"
USA,".Southampton County, Virginia","17,631"
USA,".Spotsylvania County, Virginia","136,215"
USA,".Stafford County, Virginia","152,882"
USA,".Surry County, Virginia","6,422"
USA,".Sussex County, Virginia","11,159"
USA,".Tazewell County, Virginia","40,595"
USA,".Warren County, Virginia","40,164"
USA,".Washington County, Virginia","53,740"
USA,".Westmoreland County, Virginia","18,015"
USA,".Wise County, Virginia","37,383"
USA,".Wythe County, Virginia","28,684"
USA,".York County, Virginia","68,280"
USA,".Alexandria city, Virginia","159,428"
USA,".Bristol city, Virginia","16,762"
USA,".Buena Vista city, Virginia","6,478"
USA,".Charlottesville city, Virginia","47,266"
USA,".Chesapeake city, Virginia","244,835"
USA,".Colonial Heights city, Virginia","17,370"
USA,".Covington city, Virginia","5,538"
USA,".Danville city, Virginia","40,044"
USA,".Emporia city, Virginia","5,346"
USA,".Fairfax city, Virginia","24,019"
USA,".Falls Church city, Virginia","14,617"
USA,".Franklin city, Virginia","7,967"
USA,".Fredericksburg city, Virginia","29,036"
USA,".Galax city, Virginia","6,347"
USA,".Hampton city, Virginia","134,510"
USA,".Harrisonburg city, Virginia","53,016"
USA,".Hopewell city, Virginia","22,529"
USA,".Lexington city, Virginia","7,446"
USA,".Lynchburg city, Virginia","82,168"
USA,".Manassas city, Virginia","41,085"
USA,".Manassas Park city, Virginia","17,478"
USA,".Martinsville city, Virginia","12,554"
USA,".Newport News city, Virginia","179,225"
USA,".Norfolk city, Virginia","242,742"
USA,".Norton city, Virginia","3,981"
USA,".Petersburg city, Virginia","31,346"
USA,".Poquoson city, Virginia","12,271"
USA,".Portsmouth city, Virginia","94,398"
USA,".Radford city, Virginia","18,249"
USA,".Richmond city, Virginia","230,436"
USA,".Roanoke city, Virginia","99,143"
USA,".Salem city, Virginia","25,301"
USA,".Staunton city, Virginia","24,932"
USA,".Suffolk city, Virginia","92,108"
USA,".Virginia Beach city, Virginia","449,974"
USA,".Waynesboro city, Virginia","22,630"
USA,".Williamsburg city, Virginia","14,954"
USA,".Winchester city, Virginia","28,078"
USA,".Adams County, Washington","19,983"
USA,".Asotin County, Washington","22,582"
USA,".Benton County, Washington","204,390"
USA,".Chelan County, Washington","77,200"
USA,".Clallam County, Washington","77,331"
USA,".Clark County, Washington","488,241"
USA,".Columbia County, Washington","3,985"
USA,".Cowlitz County, Washington","110,593"
USA,".Douglas County, Washington","43,429"
USA,".Ferry County, Washington","7,627"
USA,".Franklin County, Washington","95,222"
USA,".Garfield County, Washington","2,225"
USA,".Grant County, Washington","97,733"
USA,".Grays Harbor County, Washington","75,061"
USA,".Island County, Washington","85,141"
USA,".Jefferson County, Washington","32,221"
USA,".King County, Washington","2,252,782"
USA,".Kitsap County, Washington","271,473"
USA,".Kittitas County, Washington","47,935"
USA,".Klickitat County, Washington","22,425"
USA,".Lewis County, Washington","80,707"
USA,".Lincoln County, Washington","10,939"
USA,".Mason County, Washington","66,768"
USA,".Okanogan County, Washington","42,243"
USA,".Pacific County, Washington","22,471"
USA,".Pend Oreille County, Washington","13,724"
USA,".Pierce County, Washington","904,980"
USA,".San Juan County, Washington","17,582"
USA,".Skagit County, Washington","129,205"
USA,".Skamania County, Washington","12,083"
USA,".Snohomish County, Washington","822,083"
USA,".Spokane County, Washington","522,798"
USA,".Stevens County, Washington","45,723"
USA,".Thurston County, Washington","290,536"
USA,".Wahkiakum County, Washington","4,488"
USA,".Walla Walla County, Washington","60,760"
USA,".Whatcom County, Washington","229,247"
USA,".Whitman County, Washington","50,104"
USA,".Yakima County, Washington","250,873"
USA,".Barbour County, West Virginia","16,441"
USA,".Berkeley County, West Virginia","119,171"
USA,".Boone County, West Virginia","21,457"
USA,".Braxton County, West Virginia","13,957"
USA,".Brooke County, West Virginia","21,939"
USA,".Cabell County, West Virginia","91,945"
USA,".Calhoun County, West Virginia","7,109"
USA,".Clay County, West Virginia","8,508"
USA,".Doddridge County, West Virginia","8,448"
USA,".Fayette County, West Virginia","42,406"
USA,".Gilmer County, West Virginia","7,823"
USA,".Grant County, West Virginia","11,568"
USA,".Greenbrier County, West Virginia","34,662"
USA,".Hampshire County, West Virginia","23,175"
USA,".Hancock County, West Virginia","28,810"
USA,".Hardy County, West Virginia","13,776"
USA,".Harrison County, West Virginia","67,256"
USA,".Jackson County, West Virginia","28,576"
USA,".Jefferson County, West Virginia","57,146"
USA,".Kanawha County, West Virginia","178,124"
USA,".Lewis County, West Virginia","15,907"
USA,".Lincoln County, West Virginia","20,409"
USA,".Logan County, West Virginia","32,019"
USA,".McDowell County, West Virginia","17,624"
USA,".Marion County, West Virginia","56,072"
USA,".Marshall County, West Virginia","30,531"
USA,".Mason County, West Virginia","26,516"
USA,".Mercer County, West Virginia","58,758"
USA,".Mineral County, West Virginia","26,868"
USA,".Mingo County, West Virginia","23,424"
USA,".Monongalia County, West Virginia","105,612"
USA,".Monroe County, West Virginia","13,275"
USA,".Morgan County, West Virginia","17,884"
USA,".Nicholas County, West Virginia","24,496"
USA,".Ohio County, West Virginia","41,411"
USA,".Pendleton County, West Virginia","6,969"
USA,".Pleasants County, West Virginia","7,460"
USA,".Pocahontas County, West Virginia","8,247"
USA,".Preston County, West Virginia","33,432"
USA,".Putnam County, West Virginia","56,450"
USA,".Raleigh County, West Virginia","73,361"
USA,".Randolph County, West Virginia","28,695"
USA,".Ritchie County, West Virginia","9,554"
USA,".Roane County, West Virginia","13,688"
USA,".Summers County, West Virginia","12,573"
USA,".Taylor County, West Virginia","16,695"
USA,".Tucker County, West Virginia","6,839"
USA,".Tyler County, West Virginia","8,591"
USA,".Upshur County, West Virginia","24,176"
USA,".Wayne County, West Virginia","39,402"
USA,".Webster County, West Virginia","8,114"
USA,".Wetzel County, West Virginia","15,065"
USA,".Wirt County, West Virginia","5,821"
USA,".Wood County, West Virginia","83,518"
USA,".Wyoming County, West Virginia","20,394"
USA,".Adams County, Wisconsin","20,220"
USA,".Ashland County, Wisconsin","15,562"
USA,".Barron County, Wisconsin","45,244"
USA,".Bayfield County, Wisconsin","15,036"
USA,".Brown County, Wisconsin","264,542"
USA,".Buffalo County, Wisconsin","13,031"
USA,".Burnett County, Wisconsin","15,414"
USA,".Calumet County, Wisconsin","50,089"
USA,".Chippewa County, Wisconsin","64,658"
USA,".Clark County, Wisconsin","34,774"
USA,".Columbia County, Wisconsin","57,532"
USA,".Crawford County, Wisconsin","16,131"
USA,".Dane County, Wisconsin","546,695"
USA,".Dodge County, Wisconsin","87,839"
USA,".Door County, Wisconsin","27,668"
USA,".Douglas County, Wisconsin","43,150"
USA,".Dunn County, Wisconsin","45,368"
USA,".Eau Claire County, Wisconsin","104,646"
USA,".Florence County, Wisconsin","4,295"
USA,".Fond du Lac County, Wisconsin","103,403"
USA,".Forest County, Wisconsin","9,004"
USA,".Grant County, Wisconsin","51,439"
USA,".Green County, Wisconsin","36,960"
USA,".Green Lake County, Wisconsin","18,913"
USA,".Iowa County, Wisconsin","23,678"
USA,".Iron County, Wisconsin","5,687"
USA,".Jackson County, Wisconsin","20,643"
USA,".Jefferson County, Wisconsin","84,769"
USA,".Juneau County, Wisconsin","26,687"
USA,".Kenosha County, Wisconsin","169,561"
USA,".Kewaunee County, Wisconsin","20,434"
USA,".La Crosse County, Wisconsin","118,016"
USA,".Lafayette County, Wisconsin","16,665"
USA,".Langlade County, Wisconsin","19,189"
USA,".Lincoln County, Wisconsin","27,593"
USA,".Manitowoc County, Wisconsin","78,981"
USA,".Marathon County, Wisconsin","135,692"
USA,".Marinette County, Wisconsin","40,350"
USA,".Marquette County, Wisconsin","15,574"
USA,".Menominee County, Wisconsin","4,556"
USA,".Milwaukee County, Wisconsin","945,726"
USA,".Monroe County, Wisconsin","46,253"
USA,".Oconto County, Wisconsin","37,930"
USA,".Oneida County, Wisconsin","35,595"
USA,".Outagamie County, Wisconsin","187,885"
USA,".Ozaukee County, Wisconsin","89,221"
USA,".Pepin County, Wisconsin","7,287"
USA,".Pierce County, Wisconsin","42,754"
USA,".Polk County, Wisconsin","43,783"
USA,".Portage County, Wisconsin","70,772"
USA,".Price County, Wisconsin","13,351"
USA,".Racine County, Wisconsin","196,311"
USA,".Richland County, Wisconsin","17,252"
USA,".Rock County, Wisconsin","163,354"
USA,".Rusk County, Wisconsin","14,178"
USA,".St. Croix County, Wisconsin","90,687"
USA,".Sauk County, Wisconsin","64,442"
USA,".Sawyer County, Wisconsin","16,558"
USA,".Shawano County, Wisconsin","40,899"
USA,".Sheboygan County, Wisconsin","115,340"
USA,".Taylor County, Wisconsin","20,343"
USA,".Trempealeau County, Wisconsin","29,649"
USA,".Vernon County, Wisconsin","30,822"
USA,".Vilas County, Wisconsin","22,195"
USA,".Walworth County, Wisconsin","103,868"
USA,".Washburn County, Wisconsin","15,720"
USA,".Washington County, Wisconsin","136,034"
USA,".Waukesha County, Wisconsin","404,198"
USA,".Waupaca County, Wisconsin","50,990"
USA,".Waushara County, Wisconsin","24,443"
USA,".Winnebago County, Wisconsin","171,907"
USA,".Wood County, Wisconsin","72,999"
USA,".Albany County, Wyoming","38,880"
USA,".Big Horn County, Wyoming","11,790"
USA,".Campbell County, Wyoming","46,341"
USA,".Carbon County, Wyoming","14,800"
USA,".Converse County, Wyoming","13,822"
USA,".Crook County, Wyoming","7,584"
USA,".Fremont County, Wyoming","39,261"
USA,".Goshen County, Wyoming","13,211"
USA,".Hot Springs County, Wyoming","4,413"
USA,".Johnson County, Wyoming","8,445"
USA,".Laramie County, Wyoming","99,500"
USA,".Lincoln County, Wyoming","19,830"
USA,".Natrona County, Wyoming","79,858"
USA,".Niobrara County, Wyoming","2,356"
USA,".Park County, Wyoming","29,194"
USA,".Platte County, Wyoming","8,393"
USA,".Sheridan County, Wyoming","30,485"
USA,".Sublette County, Wyoming","9,831"
USA,".Sweetwater County, Wyoming","42,343"
USA,".Teton County, Wyoming","23,464"
USA,".Uinta County, Wyoming","20,226"
USA,".Washakie County, Wyoming","7,805"
USA,".Weston County, Wyoming","6,927"
canada,.Newfoundland and Labrador,519716
canada ,.Prince Edward Island,142907
canada ,.Nova Scotia,923598
canada ,.New Brunswick,747101
canada ,.Quebec,8164361
canada ,.Ontario,13448494
canada ,.Manitoba,1278365
canada ,.Saskatchewan,1098352
canada ,.Alberta,4067175
canada ,.British Columbia,4648055
canada ,.Yukon,35874
canada ,.Northwest Territories,41786
canada ,.Nunavut,35944
